,movie,names,reviews
0,['INOX Insignia At RCube Monad Mall', ['Vijay Kamath'," ""The theatre is amazingly clean. The surround sound system isn't good enough or loud. However  I had a nice experience."""
1,'INOX Insignia At RCube Monad Mall', ['Jagadeesh Sathiyanarayanan', 'Really one of best theatre in city. INOX experience good sound. Better my suggestion to go on Tuesday to get unlimited popcorn 🍿 until show ends.'
2,'INOX Insignia At RCube Monad Mall', ['Ganesh Kumar', 'May 7 2023 we went movie suddenly power off only  volume we hear after 3 times they shown from beginning'
3,'INOX Insignia At RCube Monad Mall', ['Rajan B N', '' '' '' '' '' '' '' '' '' '' 'Good theater with 6 screening rooms.' '' 'INOX is installed with atomos 4k projection. …More'
4,'INOX Insignia At RCube Monad Mall', ['Abishek P R', 'NEW' 'Not so properly maintained due to less crowd. Food are affordable when compared to other Multiplex like PVR. And Screen 1 & 2 are large screen with good quality and sound systems.  Other 3 screens are smaller ones in screen size other than …More'
5,'INOX Insignia At RCube Monad Mall', ['B N Rajan Dr', '' '' '' '' '' '' '' '' '' '' 'Good theater with 6 screening rooms.' '' 'INOX is installed with atomos 4k projection. …More'
6,'INOX Insignia At RCube Monad Mall', ['BHAVAN KUMAR S U'," '' '' '' '' '' '' '' '' '' '' '' '' '' ""Picture quality and sound effects is good but seats were very uncomfortable to sit i went to 5th screeni don't know about other screens. …More"""
7,'INOX Insignia At RCube Monad Mall', ['venkat krishnan', 'Good. Simple. Theatre access is clumsy. You need to walk through many stores. No proper direction exhibit. Screen not big. Seats excellent. Nicely maintained. Restrooms okay. They suddenly stopped water in the restroom post the show.'
8,'INOX Insignia At RCube Monad Mall', ['Udaya Sankar', 'Theatre was good sound wise is great dolby atmos speakers 360• audio ambiance was nice comfortable seats and smells good proper checking and screen quality also is good but timing was bit late it took 30 late for show to start ⭐️ ⭐️ ⭐️'
9,'INOX Insignia At RCube Monad Mall', ['SRINIVASAN S', 'NEW' '' '' '' '' '' '' '' '' 'Dont use this mall for movie purpose...use this mall.only for D Mart.' '' 'No air conditioner while watching movie and staff was ignorant and not not good …More'
10,'INOX Insignia At RCube Monad Mall', ['Raghul P.K'," ""It was good  than i expected Good theatre experience although i sat in the corner seat It sound system is amazing. It's not a very big screen but a medium size screen."""
11,'INOX Insignia At RCube Monad Mall', ['jeva nantham', 'So good Screen quality sound effects seat interiors all in all very good that screen Inox'
12,'INOX Insignia At RCube Monad Mall', ['Vadivelan Shane', 'Ticket price is somewhat lesser than the food and beverages cost. I think major source of revenue is coming from selling foods rather than the movie tickets. Picture and sound quality is okay for the price that we pay. Restrooms are properly maintained. Overall the experience is good.'
13,'INOX Insignia At RCube Monad Mall', ['sai prashanth', 'Screen quality was nice' 'Sound quality could have been better.' 'Seats were okish'
14,'INOX Insignia At RCube Monad Mall', ['Dhanesh Ponnu'," '' '' 'I watched ""Kaantara-A Legend"" on 24th of November 2022. As I was new to Chennai I took Chennai metro from \'Puratchi Thalaivar Dr. M. Ramachandran Chennai Metro Station\' to \'Vadapalani\' which I spent 40 INR and took 20-30 minutes and got a …More'"
15,'INOX Insignia At RCube Monad Mall', ['Azhagarasan Annadorai', 'Theatre is spacious. Front row seats are not really closer to the screen. No need to hesitate booking front row seats. Even on first day first shows we can stll get tickets for the back row seats. No need to book online. The mall however is not all that great. But good movie watching experience is guaranteed.'
16,'INOX Insignia At RCube Monad Mall', ['BAVANESH KUMAAR RM', '' '' '' '' '' 'Theatre ambience is very good.' 'Apart from that workers attitude is very bad.' 'Popcorn is 450 rs. …More'
17,'INOX Insignia At RCube Monad Mall', ['Vicky vikraanth', 'No ac in reception area I never ever seen this kind of inox very worst and food cost also kill middle class .'
18,'INOX Insignia At RCube Monad Mall', ['Sandhya T', 'NEW' 'Inox has lost its quality and service.' 'Inside the theater it was literally stunking for sometime.  The restrooms are not well maintained.  Have this as last option when u book tickets disgusting experience'
19,'INOX Insignia At RCube Monad Mall', ['Ganesan T', 'Went for PS2 movie with big team and enjoyed with Pop corn and coke 😎'
20,'INOX Insignia At RCube Monad Mall', ['saravanaraja rajakani', 'Theatre is neat and fine. As usual snacks are 3 to 4 times compared to outside. Even water bottle is charged 30 rupees in a world where no one can manufacture water of their own.'
21,'INOX Insignia At RCube Monad Mall', ['harsha bezawada'," '' '' '' '' '' '' ""Inox theatre is small. Screen is not good. Sound system is very low you can't enjoy the sound effects. Maintenance is not good."" 'Inox should do some improvements to this theatre because it is not giving Inox …More'"
22,'INOX Insignia At RCube Monad Mall', ['KARTHIK DAMODARAN', 'NEW' 'Typing this review even before the movie can start. Cramped Parking space . Weak AC (sweating even before movie has started). Cool drinks are lacking the fizz and are more like sweet water. Will not come back to this movie hall.'
23,'INOX Insignia At RCube Monad Mall', ['Divianthan’s Space', '' '' '' '' 'Pictures quality and Dolby atmos sound is configured perfectly.' '' 'Comfortable seats if ur confused with finding seat numbers it’s mentioned left …More'
24,'INOX Insignia At RCube Monad Mall', ['Sethumuthu ramalingam', '' '' '' '' '' '' '' '' 'Screen 3' '' 'Over priced snacks and beverages …More'
25,'INOX Insignia At RCube Monad Mall', ['sankar sherkhan', 'It is located inside dmart. Less crowdy theater. Speakers fine screens could have been more sharp. For medium level cost expense yes this venue matches'
26,'INOX Insignia At RCube Monad Mall', ['jeevagan jee'," 'NEW' ""Hi People Don't plan night show here. You will have bad experience watching your favourite movies in suffocation. Yesterday I have been here for a good movie but the suffocation spoiled my moments. I tried calling the customer care and …More"""
27,'INOX Insignia At RCube Monad Mall', ['S V C', '4 months ago' '' '' '' '' '' '' 'Too costly food items. You have to book the tickets online or from the ground floor you must carry a phone because the ticket message will be sent to it nor hard copy of tickets are provided. …More'
28,'INOX Insignia At RCube Monad Mall', ['Ramkumar lenin', 'One of the worst theatre I ever see in my life. After booking ticket for the show when we arrive to theatre the parking entry is restricted because it’s full. It’s theatre’s responsibility to arrange alternate parking but they never bother about us.'
29,'INOX Insignia At RCube Monad Mall', ['Girija D', 'They have changed the theatre ambience and it is much better than before. The major problem is with price of food. There is no food item less than 260. Too pricey in regards to food. One main advantage is if you a seat in budget row the …More'
30,'INOX Insignia At RCube Monad Mall', ['vijayarajan Ramanathan'," ""Went for Transformers 3D.. All their 3D glasses were full of scratches.. Full movie was Blur.. Even after changing glasses on interval nothing changed.. Sound was bad.. It's time they RENOVATE.. If u r planning for 3D movie never come here.."""
31,'INOX Insignia At RCube Monad Mall', ['calvin GOWTHAM'," ""Speaking about the theatre it's got fabulous screens and very good sound system. Though the food items are very expensive and not that fresh too i'd still give a 5 star for the ambience maintained so well"""
32,'INOX Insignia At RCube Monad Mall', ['Deepanraj Selvaraj'," '3 years ago' ""Theatre was ok but the snacks pricing was to high for a common man. I won't refer this theatre for a Middle class people. 1litre of water bottle is charged 60. Somosa was 120 and a plate of sweet corn is 100. A coffee was charged 150 you …More"""
33,'INOX Insignia At RCube Monad Mall', ['V LOKNATH', 'The theatre was quite hood and clean with a clean atmosphere and the screen and seats were good and comfortable to sit through out the movie and the leg room of the seat is some what small for a tall person. Other than that it is good in …More'
34,'INOX Insignia At RCube Monad Mall', ['Gentry George'," '4 years ago' ""A decent theatre with multiple screens.  You have a ticket counter at the entrance itself. The spacing between the front row and the screen is fair enough that you don't have to worry about tiltiy your neck. The food are comparatively …More"""
35,'INOX Insignia At RCube Monad Mall', ['Gayathri Santosh'," ""Parking is really issue. Let's say you 11.55 am show you go early  you park your vehicle get parking ticket and go to D mark In the ground floor if you do not purchase for more than rs 350  you pay Rs 60 per hour then you go back to …More"""
36,'INOX Insignia At RCube Monad Mall', ['Bashyam s', 'Theatre experience is good. But food experience worst. Malkudi coffee for 150rs. Are they getting it from aliens? Who needs a mug of coffee?'
37,'INOX Insignia At RCube Monad Mall', ['sai srinivas kovvada', 'Inox national theatre : screen and sound was excellent quality satisfied with this...' 'Negatives : seats should be somewhat tight it may be difficult to sit 2-3 hrs movie.... Better to change...👍'
38,'INOX Insignia At RCube Monad Mall', ['Shanmugarajan Packirisamy', 'Good ambiance but need improvement on screen quality'
39,'INOX Insignia At RCube Monad Mall', ['Srinivas Prasad', 'Theatre ambience and seats are good.   Screen size is a bit small.   Popcorn was good.  Cold coffee was horrible.'
40,'INOX Insignia At RCube Monad Mall', ['Lokesh Palanisamy', '4 years ago' 'Amazing theatre experience and ground floor dmart available to buy groceries  Ticket counter in the front side .We can check show timing in the entrance counter . Shift is there to go to theatre floor there some security check will be done …More'
41,'INOX Insignia At RCube Monad Mall', ['Jahu Diaries', 'I still remember the days where i have seen many movies in the National theater which was located in the same place which is known as Chandra Mall. This theater got a good screens with the decent crowd and sound effect'
42,'INOX Insignia At RCube Monad Mall', ['Yadhu Krishna', '' '' '' 'Dirty seats not have cleaned for past 10 years I think so and sound quality is also poor …More'
43,'INOX Insignia At RCube Monad Mall', ['Niyas Abdulla', '11 months ago' 'Went to see KGF WORST EXPERIENCE. THEY HAVE SWITCHED OFF AC  THERE IS NO COOLING AT ALL. THEY ARE TAKING MORE CASH FROM FOR THE FILM AND THEY ARE DOING THIS.  WILL NEVER SUGGEST THIS THEATRER.'
44,'INOX Insignia At RCube Monad Mall', ['k.v.praveen kumar', 'Good place for a movie watch but nonetheless the options are very less but give it a visit not for the theater but for the chaat items in the ground floor which is affordable beside one of the most varieties I found in the city'
45,'INOX Insignia At RCube Monad Mall', ['Geetha Chandrasekaran', 'Nice for movies. Sound effect is good. Ambience is very nice. Seats are also good. You have to pay price for these comforts.'
46,'INOX Insignia At RCube Monad Mall', ['srinath aravind', 'Screen and theatre experience is good but beverage price is very high. Literally 100% more than Forum and VR and other malls.'
47,'INOX Insignia At RCube Monad Mall', ['Varun S', 'Overall in-theatre experience is good with medium spacious. Inox have to lower the cost of the snacks & beverage to attract more number of visitors.'
48,'INOX Insignia At RCube Monad Mall', ['Shivani Teki'," ""Always worst 3xperience with Inox. Rules are  that you can't bring home cooked or outside food... and one popcorn cost you 2 times more than your ticket price. Also they don't allow water bottles but after covid water is allowed. No proper coordination with team and always movie starts half an hour later.. Ads Ads and more Ads."""
49,'INOX Insignia At RCube Monad Mall', ['Ragul Anand', 'Good place to watch your favorite movies of course costly.... Nice ambience n clean'
50,'Vidya Theatre', ['amutha ganesan', 'NEW' 'Recently I watched mamanan movie here. Sound system really impressed one. I can feel good watched movie experience here. Cost of ticket is cheep compare with other theater. Those who are all stay in near Tambaram must visit theater. Free …More'
51,'Vidya Theatre', ['RamS Studios', 'Prime location small parking space for car. Sound quality is so good. Clarity is good. Some dirts in screen. Seats ok. Cafeteria prices are so affordable don’t expect much hygienic.' 'GHIJ row will be good to watch'
52,'Vidya Theatre', ['Mohamad Afzer.k', 'NEW' 'Ac cooling is very osm.then sound nd surrounding also gud. Tambaram circle 2nd best theatre....'
53,'Vidya Theatre'," [""R 's""", '' 'Great viewing experience even in front rows..  have seen around 3 movies in this theatre.. excellent.. ticket price is less. Snacks are okay category.. had popcorn all the 3 times price is fair but taste is fair.(never had a fresh popcorn …More'
54,'Vidya Theatre', ['devaraj dhanakotti', '2 months ago' '' '' '' '' '' '' '' 'Screen - 5/5 (RGB Laser with clear picture quality)' 'Audio - 5/5 (4k Dolby Atmos (Vibrant sound effects)' 'Seat design & comfort - 4/5 (Pop corn cover can be little smaller to accomodate …More'
55,'Vidya Theatre', ['YOGESH R', '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' 'Much better theatre while comparing others theatre nearby' '' 'Family theatre. …More'
56,'Vidya Theatre', ['Arun TAM'," 'NEW' ""Worst balcony experience I've ever had."" ""The toilet door is very very close to the balcony seat very uncomfortable to sit. Full of mosquitos in the balcony. Very very worst. Can't enjoy my movie. Will never visit again."""
57,'Vidya Theatre', ['BALA s'," 'NEW' ""First time.. I didn't expect this level of quality for the ticket price. They have maintained the theatre and lavatory neatly. It's cheap and the best option available compared to other theaters in tambaram.."""
58,'Vidya Theatre', ['Praveenkumar Radjacoumare'," 'NEW' '' '' ""Best theatre for Tambaram localities - Pakka family Entertainer with well maintained seats and also the epic snacks that they've in their menu during the interval you can enjoy it throughly. …More"""
59,'Vidya Theatre', ['Munuswamy Sankar', 'This theatre is one of the oldest theatre in Tambaram. Located around 800mtrs from railway station and bus stand. The refurbished theatre is neat and maintained well. Seating capacity is close to 500. Parking lot is bit congested inside the theatre however there is a separate big parking space available behind the theatre complex.'
60,'Vidya Theatre', ['Parthi Guru', 'The sound effects are good and screen size is ok. Seats are comfortable but snacks are needs to improve only tin beverage and its also not cold popcorn is ok. Overall good theatre for taking our family to a movie.'
61,'Vidya Theatre', ['Rajan S', 'Theatre is good. Big screen. Sound quality is good but not loud. Snacks price is ok (little pricey not so costly). Big cinema hall A/C is too good. If you want to see a mokkai movie and nice sleep this theatre is the best because of A/C.'
62,'Vidya Theatre', ['Ajay Prakash', 'Image quality was great along with adjustable seats. The sound system could have been better. Snacks item are on the cheaper side. Parking is bit of a squeeze and the queue infront of the popcorn counter during interval 😵😳 they should open few more of them to spread the queue rather than a Mile long line.'
63,'Vidya Theatre', ['Sai Prasath', 'a year ago' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '2nd movie after Covid relaxations and we choose this theatre as it is very near to us. …More'
64,'Vidya Theatre', ['Raaj Raju', 'One of the best theater in tambaram surrounding. RGB Laser Projection and Dolby Atmos sound also awesome.. Restrooms are very neat and clean.'
65,'Vidya Theatre', ['Dinesh G', 'Ticket price is reasonable. Seat comfort parking cleanliness and canteen food everything is good. Screen and sound quality also good. Nice theatre to visit.'
66,'Vidya Theatre', ['Narendran D', 'A nice place for a night show . I watched the movie master 10pm to 1.30 am show and I enjoyed it in this theatre. Nice audio effects .perfect seat to watch K10 to K 16  L10 to L16  M10 to M16 and N10 to N16. These seats offers nice audio …More'
67,'Vidya Theatre', ['NATZ', 'Good theatre for families in Tamabaram area. Audio and AC is okay. Screen material and size need to be good. Need replacement. Parking needs improvement'
68,'Vidya Theatre', ['Dr.Sindhuja Pugalandhi', '3 months ago' 'Inner atmosphere is good but the person working here are rude and respectless. In  end of show/ parking/ in other areas they are pushing people. Need maintenance and also selling snacks in extra amount.'
69,'Vidya Theatre', ['Sundar Rajan', 'Good enough theatre in west tambaram to catch a movie. We went for pongal movies. Back to back. Seat was very dusty.'
70,'Vidya Theatre', ['Balasubramaniyan V', '2 months ago' '' '' '' '' '' '' '' 'It is located in west Tambaram walkable distance from the railway station and bus terminus' 'Parking is small but available for both car and bikes. …More'
71,'Vidya Theatre', ['yogeswaran k', 'Quality screen and sound...very neat maintenance'
72,'Vidya Theatre', ['Aby Siva', 'This theatre is so much gud wen comparing to vetri. V always prefer vetri near pallavaram but after vidya renovated sound is too gud to watch. Wide space dts sound and snacks cleanliness all gud to go.'
73,'Vidya Theatre', ['Yuvaraj', 'best sound quality and dolby sound effects are just awesome 😎… seat are so comfortable to watch movie 🎥…ticket prize also affordable prize only…but bike parking ticket little bit high…it’s okie ambiance was also 👍🏼 good i love it   🏻\u200d  🏼…snacks prizes also affordable prize only overall 8/10'
74,'Vidya Theatre', ['Amudha K'," ""It has been renovated and gives decent appearance. Acoustic is also good. Snacks counters can be increased to avoid the rush. Due to the lack of manpower it's clumsy. Otherwise everything is fine."""
75,'Vidya Theatre', ['Sureshkumar Nagarajan', '' '' '' '' '' '' 'One of the Best Theatre in Tambaram Area.' 'Dolby Atmos sound system' 'RGB laser 4k projection - good screen size …More'
76,'Vidya Theatre', ['Mohamed Mohaideen', 'The sound effect was very great and the snacks are cheap and it is very clean I had seen the பொன்னியின் selvan part 2 in this vidya theatre it was amazing but the thing is we should take token and buy snacks and it was making too late and there was a big crowd'
77,'Vidya Theatre', ['Monisa Kannan'," 'Picture and audio clarity is good. Seats are neat and indoor environment is maintained wel.. Restrooms are neat.' 'Two- wheeler parking lots are available.' ""I don't know about the four wheeler parking lots.."""
78,'Vidya Theatre', ['S Prabu', '2 months ago' '4K RGB laser screen here. I think this feature is limited in chennai. Parking area can be improved like installing sheds for two wheelers. However parking charge is too high'
79,'Vidya Theatre', ['Indiraajith G.S'," ""Theatre interior and screen are good the snacks also good. But they are providing the glass for 3d movies is so awefull. They doesn't fit for who wearing specs. And changing for that paper glass is ruthless. Costing very high for 3d glass. It my be just ₹2 or ₹3 worth. Worst ever 3d glass experience in this theatre."""
80,'Vidya Theatre', ['Sathish Kumar .T', 'Good movie experience. But screen quality can be be improvised. Food cost and taste is good'
81,'Vidya Theatre', ['Ganesh Moorthi', 'Good family theatre. Screen needs to be replaced. AUDIO is fine. AC is fine. Parking needs to be improved'
82,'Vidya Theatre', ['Tejashree', 'NEW' 'A good theatre with a great atmosphere to watch a film with a family. It has a good parking space. Good sound systems.'
83,'Vidya Theatre', ['Manikandan R', 'I went here for Doctor movie. Very good Audio and 3D quality screen gave us amazing feel. Actually it is a medium cost and high quality movie theatre.'
84,'Vidya Theatre', ['Love', 'Good audio and picture 🖼️ quality. Amazing seating.'
85,'Vidya Theatre', ['vikram aadithyan', '6 months ago' '' '' '' '' 'Pros: location affordable price sound quality. Looks good after renovation.' '' 'Cons: small area for car parking only one billing counter for snacks that make …More'
86,'Vidya Theatre', ['Prabu M'," ""Seating arrangement is not so good for back seats in Balcony as they don't have clear view of the movie because of the height between each rows. Rest room is ok. Snacks  is ok. Not enough space for parking though they have parking."""
87,'Vidya Theatre', ['Vinodh Kumar Kalaiselvan', '' '' '' '' '' '' 'One of the better places to enjoy movie with your family if u happen to be around Tambaram area in Chennai. …More'
88,'Vidya Theatre', ['Saravana Ravikumar', '' '' 'I have experienced many movies here because it is near to my home. affordable price good sound qualitydecent good items good picture quality but they dont have proper facility for car parking but they have good two wheeler parking …More'
89,'Vidya Theatre', ['Vignesh Pandian B', 'The real reason for giving this one star. Is that we can post a review. The staffs do not even care to give tickets in the counter. The bike parking staffs are all in a improper state and only in influence of some alcohol or something. Most …More'
90,'Vidya Theatre', ['BigBangDefender'," '' '' ""seat  have been allocated is damaged bcz of this... was not able to watch the movie properly. The worst experience you've ever had in ur life for 3 hr... …More"""
91,'Vidya Theatre', ['Neel G', 'Went for mamannan night show' 'Got the 2nd row but it was amazing experience seating is good plus food counters are so crowdy'
92,'Vidya Theatre', ['Anbarasan Sivalingam', 'Vidya theater is one of best theater after vetri in tambaram. Walkable distance from tambaram bus stand. Maintained neat and clean. Cost is low compared to other theaters. Dolby sounds. Car and bike parking are available. To kindly use …More'
93,'Vidya Theatre', ['vinay katakam', 'Budget friendly theatre. Bigger screen. Bigger hall. Lesser price. Audio also very good. Snacks also very reasonable'
94,'Vidya Theatre', ['Selina Wayne', '' '' 'Toilets in this theatre were in bad condition. No locks on the doors in the toilets. And I saw an Adult certificate movie (Viduthalai) on 31.3.2023 at 6:30 show …More'
95,'Vidya Theatre', ['sanesh sg', 'Theatre quality is good but atmosphere not good. Not clean and people moving in between while the movie is started. No control.'
96,'Vidya Theatre', ['Arun Balaji', 'Good Theatre and good ambience. Ticket rates are ok. Bike parking rate - 30/- and Car parking rate - 40/-'
97,'Vidya Theatre', ['Ram Kumar'," ""Super experience but they need to adjust the speaker cause projection reflecting on the speaker that's indicate my vision to there while watching the movie...to the manager acknowledgement plz resolve my request"""
98,'Vidya Theatre', ['viswathk kumar', '' '' '' 'They started the movie 45 mins late' 'The glasses were not clean.' 'Staff refused to give a paper cup to drink water though asked us to enquire …More'
99,'Vidya Theatre', ['Black Turtle', 'Overall experience with screen and sound quality is better than expectation. But there was no subs for the movie'
100,'INOX Luxe Phoenix Market City, Velachery', 'a month ago' 'I don’t want to give one rating also. Cinema theatre getting good money in tickets and also in foods. But quality getting poor. I won’t blame Inox because they just took over recently but they should invest on proper chair and cleaning …More'
101,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' 'INOX is just a movie theater chain just like PVR. is something related to film format and large screens. They will have a separate projector system. is considered to be one of the most resistant and the best in terms of quality currently on …More'
102,'INOX Luxe Phoenix Market City, Velachery', '4 weeks ago' '' '' '' '' '' '' '' '' '' '' '' '' 'A Cinematic Experience Amidst Changes: A Review of INOX: LUXE Cinemas' '' 'LUXE Cinemas now under the ownership of INOX has had an eventful journey …More'
103,'INOX Luxe Phoenix Market City, Velachery', 'a day ago' 'NEW' '' '' '' '' '' '' '' '' '' '' '' '' '' '' 'Once upon a time how the theatre and the mall used to be...like well maintained and organised' 'But now - …More'
104,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' 'I went to INOX JAZZ cinemas here to watch Pichaikaran 2 on 21 May 2023. I loved the movie and I loved the theatre as  drinking water facility was available here for the audience.'
105,'INOX Luxe Phoenix Market City, Velachery',618 photos' 'a week ago' 'NEW' '' 'I watched Oppenheimer at Screen 4 on 25th July.  The seats were torn and poorly maintained.  Not just ours but most of the seats were torn.  The video quality of most trailers was poor - either the resolution was poor or the  size was …More'
106,'INOX Luxe Phoenix Market City, Velachery', '2 weeks ago' 'NEW' '' 'The theatre welcomes you with good air conditioning! But it is just to welcome you!' 'No matter the screen is fully occupied or half occupied! The management switches …More'
107,'INOX Luxe Phoenix Market City, Velachery', '4 days ago' 'NEW' 'IMAX screen lives upto the standards. But the sound system is not upto the mark. Watched Oppenheimer the sound system did not live upto my expectations. Could be upgraded to provide a complete experience. The seats are also not reclining to a comfortable level'
108,'INOX Luxe Phoenix Market City, Velachery', 'a month ago' 'Poorly maintained after Inox acquisition. It smells as soon as you enter the venue. It used to be a luxurious feeling not just looking theatre. Food was below average. The speakers were way too loud and noisy. Audio quality should be improved. Below average experience.'
109,'INOX Luxe Phoenix Market City, Velachery',710 photos' '2 months ago' 'Good place for movie. As usual they charge me for popcorn and cool drinks. But the rest rooms are kept tidy as in the airports. The ambience is good and theatre movie sounds light are good. The entrance and the waiting area are posh and good looking. Visit for time pass and movie experience. Crowded place.'
110,'INOX Luxe Phoenix Market City, Velachery'," '2 months ago' '' '' '' ""They didn't even switched on the AC properly when complained they informed they are checking and will be ready in second half. But didn't felt AC was running for the entire show. Stinky bathrooms. Overpriced ticket rates with uneasy chairs …More"""
111,'INOX Luxe Phoenix Market City, Velachery', '2 weeks ago' 'NEW' 'Movie experience is good over the time everything else has deteriorated' 'water dispenser tap is old a takes a lot of time to fill a cup lot of people end up waiting why so kanjoos in providing drinking water? Bathrooms have started to stink chairs are noisy. But the good news is Ticket prices have not deteriorated 😏'
112,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' 'We went for Kazhuvethi Moorkkan theatre The ambiance was and the sound & audio was clear The seating place needed to improve a little bit.'
113,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' '' '' '' '' '1) 3D Glasses poor maintaining(Scratches noticed)' '2) The sound system is very poor …More'
114,'INOX Luxe Phoenix Market City, Velachery'," 'a week ago' 'NEW' 'More Hollywood movies are screened here.' ""Sound maybe disappointed due to its high 'Bass'."" 'Screen 10 & 11 are the smallest screen not good.' 'IMAX best.'"
115,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' '' '' '' '' '' '' '' 'A horrible experience. Guardians of Galaxy3 was the first movie I went to watch after Inox took over jazz cinemas. Never even faced a single issue while jazz was there. Now it is totally different. These are the things I faced today. …More'
116,'INOX Luxe Phoenix Market City, Velachery', '3 months ago' '' '' '' '' '' '' '' '' '' 'Worst ever theatre experience 🤮' '' '1. No AC in theatre from the beginning itself …More'
117,'INOX Luxe Phoenix Market City, Velachery'," '3 months ago' ""It's very sad to see this theatre literally go to waste. During the time Jazz cinemas was handling it was really good. Now it is getting worse. The food counters has roaches running around..zero hygenie 😕.. The popcorn and snacks served …More"""
118,'INOX Luxe Phoenix Market City, Velachery', '2 weeks ago' 'NEW' 'I would prefer the INOX at Marina Mall. Seats are rundown. Seating is not planned well you always get the head if the person in front blocking your view. Floors are not clean and sticy and bathroom is dirty. Pleas look for other theaters if possible. The sound system is good.'
119,'INOX Luxe Phoenix Market City, Velachery', 'a week ago' 'NEW' 'Extremely disappointing experience.Poorly maintained theatre.Seating arrangement and the seats are not user friendly.Also horrible maintenance of the washroom. The space is extremely smelly and the 95% of their WCs are clogged with toilet papers and poop.'
120,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' 'Visiting phoenix after 3-4 yrs first time after Inox takeover. Movie going Experience is very good since i went in for Imax experience.  Snacks price are on the higher side and the downside is for 2 wheelers the parking fee is high Citing coz earlier luxe cinemas had option for punching parking tickets which slashed the fees by 50%'
121,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' 'Amazing hospitality and excellent staff. The theatre is clean and well kept. Excellent video and audio setup. Food as always is overpriced in these theatres and you can’t bring outside food. Its still an amazing experience'
122,'INOX Luxe Phoenix Market City, Velachery'," '3 months ago' '' '' '' ""Very worst theatre when we entered the theatre it was not cleaned. We ordered 5 chicken sandwich there was no chicken inside the sandwich only a bit was there. I won't recommend this theatre to anyone anymore.Also today 28th April PS2 …More"""
123,'INOX Luxe Phoenix Market City, Velachery'," '3 months ago' ""If there was no star i would choose that. It's heartbreaking to c Jazz cinemas in such a bad condition after being taken over by INOX. Food quality- zero carpet maintenance - zero washroom hygiene - zero.  The theatre was not cleant …More"""
124,'INOX Luxe Phoenix Market City, Velachery'," '3 months ago' 'I recently watched a movie on INOX Luxe screen 10 that was not good. It was quite a little screen and contains a lot of dust. The sound quality is pretty good.' ""I will book a seat in the third row but it's not comfortable for me. I will prefer to book a seat in the last three rows it's better to watch the movie."""
125,'INOX Luxe Phoenix Market City, Velachery'," 'a month ago' '' '' '' '' '' ""Very bad experience they all staff are very rude😡 she even doesn't know how to talk to the Coustomer also. and also she is not allowed us to go entry. We even take 10 person tickets. And they are not returning the money also very bad😡🖕 …More"""
126,'INOX Luxe Phoenix Market City, Velachery', 'a week ago' 'NEW' 'Very very worst AC service .. 🙄 😕' 'I saw 35 to 40 cinema nit show..they are not use ac service for moive.... each every moive I spend 4k with my family there no use ... many times I complaint there is no use .. people all must ask we are paying...... money 💰'
127,'INOX Luxe Phoenix Market City, Velachery', '4 months ago' '' '' '' 'I mean my first question How did INOX even take over? If you want to spoil someone’s day and mood the best place you can consider taking them is “INOX” absolute low quality pop corns sold at high prices. The flavours they offer for pop …More'
128,'INOX Luxe Phoenix Market City, Velachery'," '3 months ago' '' '' '' '' ""I'm not sure if the operators know that the lights have to be turned off in the theatre and sound increased upon resuming the movie after intermission …More"""
129,'INOX Luxe Phoenix Market City, Velachery', 'a week ago' 'NEW' 'The seatings are very bad the worst bathrooms I have ever seen. Even the single screen theatres are better than this.'
130,'INOX Luxe Phoenix Market City, Velachery'," 'a month ago' 'Worst food inside theaters.' ""For the same rates jazz was atleast giving good food. Now it's worst food. Totaly worthless food. These people should be sued."""
131,'INOX Luxe Phoenix Market City, Velachery'," '3 months ago' ""Even the small theatres won't switch off their AC before movie ends......here they switched off the AC half hour before the climax....nd the snacks are substandard"""
132,'INOX Luxe Phoenix Market City, Velachery',596 photos' '2 months ago' 'Movie theator experience was gr8 but bathroom cleanliness and maintenance  was pathetic .. felt other bathrooms within the mall outside Inox complext is much better maintained'
133,'INOX Luxe Phoenix Market City, Velachery', '3 weeks ago' 'NEW' 'Worst experience in ticket counter the person in the counter was not polite she was very rude and for 191 rs ticket they are not returning change for 200 she just took it. Staff spoiling the reputation of the thetre'
134,'INOX Luxe Phoenix Market City, Velachery'," 'a month ago' ""Stincky Bathroom... It's really bad now...Jazz was really good earlier after changing to inox very bad no proper management."""
135,'INOX Luxe Phoenix Market City, Velachery', '2 months ago' 'Worst experience.' 'Picture and sound quality not good.' 'Inox Tuesday popcorn offer not applicable here.'
136,'INOX Luxe Phoenix Market City, Velachery', '3 months ago' '' '' 'Horrible horrible horrible' 'I loved Jazz was the best theatre in the city now INOX made one of the worst theatres in the city. …More'
137,'INOX Luxe Phoenix Market City, Velachery', '4 months ago' 'Case study in how to take over a perfectly functioning cinema and completely destroy it. Ears deaf from the volume (which Inox actually takes pride in for some weird reason).'
